Name,Year,Sex,Team,NOC,City,Sport,Event,Medal
Wolfgang Baumgart,1972,M,West Germany,FRG,Munich,Hockey,Hockey Men's Hockey,Gold
Wolfgang Behrendt,1956,M,Germany,GER,Melbourne,Boxing,Boxing Men's Bantamweight,Gold
Wolfgang Brinkmann,1988,M,West Germany,FRG,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Wolfgang Funkel,1988,M,West Germany,FRG,Seoul,Football,Football Men's Football,Bronze
Wolfgang Gldenpfennig,1972,M,East Germany,GDR,Munich,Rowing,Rowing Men's Single Sculls,Bronze
Wolfgang Gunkel,1972,M,East Germany,GDR,Munich,Rowing,Rowing Men's Coxed Pairs,Gold
Wolfgang Hanisch,1980,M,East Germany,GDR,Moskva,Athletics,Athletics Men's Javelin Throw,Bronze
Wolfgang Hofmann,1964,M,Germany,GER,Tokyo,Judo,Judo Men's Middleweight,Silver
Wolfgang Hottenrott,1964,M,Germany,GER,Tokyo,Rowing,Rowing Men's Coxless Pairs,Bronze
Wolfgang Klotz,1972,M,East Germany,GDR,Munich,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Wolfgang Lwe,1972,M,East Germany,GDR,Munich,Volleyball,Volleyball Men's Volleyball,Silver
Wolfgang Maennig,1988,M,West Germany,FRG,Seoul,Rowing,Rowing Men's Coxed Eights,Gold
Wolfgang Mager,1972,M,East Germany,GDR,Munich,Rowing,Rowing Men's Coxless Pairs,Gold
Wolfgang Maibohm,1972,M,East Germany,GDR,Munich,Volleyball,Volleyball Men's Volleyball,Silver
Wolfgang Mayrhofer,1980,M,Austria,AUT,Moskva,Sailing,Sailing Mixed One Person Dinghy,Silver
Wolfgang Nonn,1956,M,Germany,GER,Melbourne,Hockey,Hockey Men's Hockey,Bronze
Wolfgang Nordwig,1968,M,East Germany,GDR,Mexico City,Athletics,Athletics Men's Pole Vault,Bronze
Wolfgang Plottke,1972,M,West Germany,FRG,Munich,Rowing,Rowing Men's Coxless Fours,Bronze
Wolfgang Reinhardt,1964,M,Germany,GER,Tokyo,Athletics,Athletics Men's Pole Vault,Silver
Wolfgang Rott,1972,M,West Germany,FRG,Munich,Hockey,Hockey Men's Hockey,Gold
Wolfgang Schmidt,1976,M,East Germany,GDR,Montreal,Athletics,Athletics Men's Discus Throw,Silver
Wolfgang Seguin,1972,M,East Germany,GDR,Munich,Football,Football Men's Football,Bronze
Wolfgang Steinbach,1980,M,East Germany,GDR,Moskva,Football,Football Men's Football,Silver
Wolfgang Strdter,1972,M,West Germany,FRG,Munich,Hockey,Hockey Men's Hockey,Gold
Wolfgang Thne,1972,M,East Germany,GDR,Munich,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Wolfgang Webner,1972,M,East Germany,GDR,Munich,Volleyball,Volleyball Men's Volleyball,Silver
Wolfgang Weise,1972,M,East Germany,GDR,Munich,Volleyball,Volleyball Men's Volleyball,Silver
Wolfram Huhn,1996,M,Germany,GER,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
Wolfram Jr.,1996,M,Austria,AUT,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
Wolfram Jr.,1996,M,Austria,AUT,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver
Wolfram Lwe,1976,M,East Germany,GDR,Montreal,Football,Football Men's Football,Gold
Wolfram Wuttke,1988,M,West Germany,FRG,Seoul,Football,Football Men's Football,Bronze
Won Ok-im,2008,F,North Korea,PRK,Beijing,Judo,Judo Women's Half-Middleweight,Bronze
Won Wu-yeong,2012,M,South Korea,KOR,London,Fencing,"Fencing Men's Sabre, Team",Gold
Woojin Kim,2020,M,South Korea,KOR,Tokyo,Archery,Men's Team,Gold
Woomin Kim,2024,M,Korea,KOR,Paris,Swimming,Men's 400m Freestyle,Bronze
Woongtae Jun,2020,M,South Korea,KOR,Tokyo,Modern Pentathlon,Men's Individual,Bronze
Wooseok Lee,2024,M,Korea,KOR,Paris,Archery,Men's Individual,Bronze
Wooseok Lee,2024,M,Korea,KOR,Paris,Archery,Men's Team,Gold
Worapoj Petchkoom,2004,M,Thailand,THA,Athina,Boxing,Boxing Men's Bantamweight,Silver
Wouter Jolie,2012,M,Netherlands,NED,London,Hockey,Hockey Men's Hockey,Silver
Wouter Pelt,1996,M,Netherlands,NED,Atlanta,Hockey,Hockey Men's Hockey,Gold
Wu Dan,1988,F,China,CHN,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
Wu Hanxiong,2004,M,China,CHN,Athina,Fencing,"Fencing Men's Foil, Team",Silver
Wu Hui-ju,2004,F,Chinese Taipei,TPE,Athina,Archery,Archery Women's Team,Bronze
Wu Jiani,1984,F,China,CHN,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Wu Jingbiao,2012,M,China,CHN,London,Weightlifting,Weightlifting Men's Bantamweight,Silver
Wu Jingyu,2008,F,China,CHN,Beijing,Taekwondo,Taekwondo Women's Flyweight,Gold
Wu Meijin,2004,M,China,CHN,Athina,Weightlifting,Weightlifting Men's Bantamweight,Silver
Wu Minxia,2004,F,China,CHN,Athina,Diving,Diving Women's Synchronized Springboard,Gold
Wu Minxia,2004,F,China,CHN,Athina,Diving,Diving Women's Springboard,Silver
Wu Seon-hui,2004,F,South Korea,KOR,Athina,Handball,Handball Women's Handball,Silver
Wu Shih-hsin,1992,M,Chinese Taipei,TPE,Barcelona,Baseball,Baseball Men's Baseball,Silver
Wu Shude,1984,M,China,CHN,Los Angeles,Weightlifting,Weightlifting Men's Bantamweight,Gold
Wu Wenxiong,2000,M,China,CHN,Sydney,Weightlifting,Weightlifting Men's Bantamweight,Silver
Wu Xiaoxuan,1984,F,China,CHN,Los Angeles,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze
Wu Xiaoxuan,1984,F,China,CHN,Los Angeles,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
Wu Xingjiang,1984,F,China,CHN,Los Angeles,Handball,Handball Women's Handball,Bronze
Wu Yiwen,2012,F,China,CHN,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Wu Yongmei,1996,F,China,CHN,Atlanta,Volleyball,Volleyball Women's Volleyball,Silver
Wu You,2008,F,China,CHN,Beijing,Rowing,Rowing Women's Coxless Pairs,Silver
Wverton Silva,2016,M,Brazil,BRA,Rio de Janeiro,Football,Football Men's Football,Gold
Wyatt Allen,2004,M,United States,USA,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Wyatt Sanford,2024,M,Canada,CAN,Paris,Boxing,Men's 63.5kg,Bronze
Wyomia (-simburg),1964,F,United States,USA,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Wyomia (-simburg),1964,F,United States,USA,Tokyo,Athletics,Athletics Women's 100 metres,Gold
Xabier Gaztaaga,2004,M,Spain,ESP,Athina,Sailing,Sailing Mixed Skiff,Gold
Xan Waard,2016,F,Netherlands,NED,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
Xander Schauffele,2020,M,United States,USA,Tokyo,Golf,Men's Individual Stroke Play,Gold
Xaver Kurmann,1968,M,Switzerland,SUI,Mexico City,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
Xavier Barachet,2012,M,France,FRA,London,Handball,Handball Men's Handball,Gold
Xavier Centelles,2008,M,Spain,ESP,Beijing,Hockey,Hockey Men's Hockey,Silver
Xavier Creus,2000,M,Spain,ESP,Sydney,Football,Football Men's Football,Silver
Xavier Dorfman,2000,M,France,FRA,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Xavier Ferrer,2000,M,Spain,ESP,Sydney,Handball,Handball Men's Handball,Bronze
Xavier Gadea,2016,M,Croatia,CRO,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Xavier Rohart,2004,M,France,FRA,Athina,Sailing,Sailing Men's Two Person Keelboat,Bronze
Xavier Torrente,1996,M,Spain,ESP,Atlanta,Hockey,Hockey Men's Hockey,Silver
Xeno Mller,1996,M,Switzerland,SUI,Atlanta,Rowing,Rowing Men's Single Sculls,Gold
Xetaq Qazyumov,2008,M,Azerbaijan,AZE,Beijing,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Xi Aihua,2008,F,China,CHN,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
Xia Xuanze,2000,M,China,CHN,Sydney,Badminton,Badminton Men's Singles,Bronze
Xian Dongmei,2004,F,China,CHN,Athina,Judo,Judo Women's Half-Lightweight,Gold
Xiang Yanmei,2016,F,China,CHN,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
Xiao Hailiang,1996,M,China,CHN,Atlanta,Diving,Diving Men's Platform,Bronze
Xiao Jiangang,1996,M,China,CHN,Atlanta,Weightlifting,Weightlifting Men's Featherweight,Bronze
Xiao Jun,1996,M,China,CHN,Atlanta,Shooting,"Shooting Men's Running Target, 10 metres",Silver
Xiao Junfeng,2000,M,China,CHN,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold
Xiao Qin,2008,M,China,CHN,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold
Xiao Qin,2008,M,China,CHN,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Xiaojun Lyu,2020,M,China,CHN,Tokyo,Weightlifting,Men's 81kg,Gold
Xiaolei Yang,2024,F,China,CHN,Paris,Archery,Women's Team,Silver
Xiaona Shan,2016,F,Germany,GER,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
Xiaotong Cui,2020,F,China,CHN,Tokyo,Rowing,Women's Quadruple Sculls Team,Gold
Xiaoyan Yin,2020,F,China,CHN,Tokyo,Karate,Women's Kumite -61kg,Silver
Xie Huilin,1996,F,China,CHN,Atlanta,Football,Football Women's Football,Silver
Xie Xingfan,2008,F,China,CHN,Beijing,Badminton,Badminton Women's Singles,Silver
Xijing Tang,2020,F,China,CHN,Tokyo,Artistic Gymnastics,Women's Balance Beam,Silver
Ximena Gaviria,1992,F,Colombia,COL,Barcelona,Athletics,Athletics Women's 400 metres,Bronze
Xin Xu,2020,M,China,CHN,Tokyo,Table Tennis,Men's Team,Gold
Xin Xu,2020,M,China,CHN,Tokyo,Table Tennis,Mixed Doubles Team,Silver
Xing Aowei,2000,M,China,CHN,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold
Xing Huina,2004,F,China,CHN,Athina,Athletics,"Athletics Women's 10,000 metres",Gold
Xinjie Wang,2024,M,China,CHN,Paris,Shooting,25m Rapid Fire Pistol Men,Bronze
Xinping Liang,2020,F,China,CHN,Tokyo,Artistic Swimming,Team,Silver
Xinyi Ding,2024,F,China,CHN,Paris,Rhythmic Gymnastics,Group All-Around,Gold
Xinyu Wang,2024,F,China,CHN,Paris,Tennis,Mixed Doubles,Silver
Xiong Ni,1988,M,China,CHN,Seoul,Diving,Diving Men's Platform,Silver
Xiu Lijuan,1984,F,China,CHN,Los Angeles,Basketball,Basketball Women's Basketball,Bronze
Xu Anqi,2012,F,China,CHN,London,Fencing,"Fencing Women's epee, Team",Gold
Xu Chen,2012,M,China-2,CHN,London,Badminton,Badminton Mixed Doubles,Silver
Xu Dongxiang,2012,F,China,CHN,London,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Xu Haifeng,1984,M,China,CHN,Los Angeles,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Xu Jian,1996,F,China,CHN,Atlanta,Softball,Softball Women's Softball,Silver
Xu Jiayu,2016,M,China,CHN,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Silver
Xu Jing,2012,F,China,CHN,London,Archery,Archery Women's Team,Silver
Xu Li,2008,F,China,CHN,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver
Xu Lijia,2008,F,China,CHN,Beijing,Sailing,Sailing Women's One Person Dinghy,Bronze
Xu Lili,2012,F,China,CHN,London,Judo,Judo Women's Half-Middleweight,Silver
Xu Tianlongzi,2008,F,China,CHN,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Xu Xin,2016,M,China,CHN,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold
Xu Yan,2008,F,China,CHN,Beijing,Judo,Judo Women's Lightweight,Bronze
Xu Yanmei,1988,F,China,CHN,Seoul,Diving,Diving Women's Platform,Gold
Xu Yanwei,2004,F,China,CHN,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Xu Yunli,2008,F,China,CHN,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
Xu Zhiqiang,1984,M,China,CHN,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver
Xue Chen,2008,F,China-2,CHN,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
Xue Haifeng,2008,M,China,CHN,Beijing,Archery,Archery Men's Team,Bronze
Xue Ming,2008,F,China,CHN,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
Xuechen Huang,2020,F,China,CHN,Tokyo,Artistic Swimming,Duet Team,Silver
Xuechen Huang,2020,F,China,CHN,Tokyo,Artistic Swimming,Team,Silver
Xueer Wang,2024,F,China,CHN,Paris,Swimming,Women's 4 x 100m Medley Relay,Bronze
Xueying Zhu,2020,F,China,CHN,Tokyo,Trampoline Gymnastics,Women,Gold
YASMIM,2024,F,Brazil,BRA,Paris,Football,Women,Silver
Yacine Louati,2020,M,France,FRA,Tokyo,Volleyball,Men Team,Gold
Yadier Gonzlez,2008,M,Cuba,CUB,Beijing,Baseball,Baseball Men's Baseball,Silver
Yaeko Yamazaki,1972,F,Japan,JPN,Munich,Volleyball,Volleyball Women's Volleyball,Silver
Yael Arad,1992,F,Israel,ISR,Barcelona,Judo,Judo Women's Half-Middleweight,Silver
Yaima Charro,2004,F,Cuba,CUB,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
Yaime Perez,2020,F,Cuba,CUB,Tokyo,Athletics,Women's Discus Throw,Bronze
Yajaira Salazar,2020,F,Ecuador,ECU,Tokyo,Weightlifting,Women's 87kg,Silver
Yakiv Punkin,1952,M,Soviet Union,URS,Helsinki,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Yakiv Zhelezniak,1972,M,Soviet Union,URS,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",Gold
Yakov Rylsky,1956,M,Soviet Union,URS,Melbourne,Fencing,"Fencing Men's Sabre, Team",Bronze
Yakup Kili,2008,M,Turkey,TUR,Beijing,Boxing,Boxing Men's Featherweight,Bronze
Yalennis Ramrez,2008,F,Cuba,CUB,Beijing,Judo,Judo Women's Half-Heavyweight,Silver
Yamaguchi Florentino,2012,M,Brazil,BRA,London,Boxing,Boxing Men's Light-Heavyweight,Bronze
Yamato Fujita,2020,F,Japan,JPN,Tokyo,Baseball/Softball,Softball Team,Gold
Yamileth Yepez,2024,F,Ecuador,ECU,Paris,Wrestling,Women's Freestyle 53kg,Silver
Yaming Zhu,2020,M,China,CHN,Tokyo,Athletics,Men's Triple Jump,Silver
Yampier Gonzales,2008,M,Cuba,CUB,Beijing,Boxing,Boxing Men's Light-Flyweight,Bronze
Yan Fang,1996,F,China,CHN,Atlanta,Softball,Softball Women's Softball,Silver
Yan Ni,2016,F,China,CHN,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
Yan Sen,2000,M,China-2,CHN,Sydney,Table Tennis,Table Tennis Men's Doubles,Gold
Yan Varela,2004,M,Cuba,CUB,Athina,Boxing,Boxing Men's Light-Flyweight,Gold
Yan Zi,2008,F,China-1,CHN,Beijing,Tennis,Tennis Women's Doubles,Bronze
Yana Dementieva,2012,F,Ukraine,UKR,London,Rowing,Rowing Women's Quadruple Sculls,Gold
Yana Klochkova,2000,F,Ukraine,UKR,Sydney,Swimming,Swimming Women's 800 metres Freestyle,Silver
Yana Klochkova,2000,F,Ukraine,UKR,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,Gold
Yana Klochkova,2000,F,Ukraine,UKR,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,Gold
Yana Kudryavtseva,2016,F,Russia,RUS,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Yana Shemiakina,2012,F,Ukraine,UKR,London,Fencing,"Fencing Women's epee, Individual",Gold
Yana Uskova,2008,F,Russia,RUS,Beijing,Handball,Handball Women's Handball,Silver
Yana Yegoryan,2016,F,Russia,RUS,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
Yana Yegoryan,2016,F,Russia,RUS,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Gold
Yanan Sun,2020,F,China,CHN,Tokyo,Wrestling,Women's Freestyle 50kg,Silver
Yancho Dimitrov,1968,M,Bulgaria,BUL,Mexico City,Football,Football Men's Football,Silver
Yandro Rivalta,2004,M,Cuba,CUB,Athina,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
Yane Marques,2012,F,Brazil,BRA,London,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
Yanelis Daz,2004,F,Cuba,CUB,Athina,Taekwondo,Taekwondo Women's Flyweight,Silver
Yanet Acosta,2008,F,Cuba,CUB,Beijing,Judo,Judo Women's Extra-Lightweight,Silver
Yang Chen,2024,F,China,CHN,Paris,Hockey,Women,Silver
Yang Fangxu,2016,F,China,CHN,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
Yang Hak-seon,2012,M,South Korea,KOR,London,Gymnastics,Gymnastics Men's Horse Vault,Gold
Yang Hao,2004,F,China,CHN,Athina,Volleyball,Volleyball Women's Volleyball,Gold
Yang Hyeong-mo,1996,M,South Korea,KOR,Atlanta,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
Yang Jeong-mo,1976,M,South Korea,KOR,Montreal,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
Yang Jinghui,2004,M,China,CHN,Athina,Diving,Diving Men's Synchronized Platform,Gold
"Yang K.""",1960,M,Chinese Taipei,TPE,Roma,Athletics,Athletics Men's Decathlon,Silver
Yang Kyong-il,2012,M,North Korea,PRK,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
Yang Lee,2020,M,Chinese Taipei,TPE,Tokyo,Badminton,Men's Doubles Team,Gold
Yang Ling,1996,M,China,CHN,Atlanta,Shooting,"Shooting Men's Running Target, 10 metres",Gold
Yang Liu,2020,M,China,CHN,Tokyo,Artistic Gymnastics,Men's Rings,Gold
Yang Lyu,2020,F,China,CHN,Tokyo,Rowing,Women's Quadruple Sculls Team,Gold
Yang Shaoqi,2000,F,China,CHN,Sydney,Fencing,"Fencing Women's epee, Team",Bronze
Yang Tae-yeong,2004,M,South Korea,KOR,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Yang Wei,2000,M,China,CHN,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold
Yang Wei,2000,M,China,CHN,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Silver
Yang Wei,2000,F,China,CHN,Sydney,Badminton,Badminton Women's Doubles,Silver
Yang Wenjun,2004,M,China,CHN,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Yang Wenyi,1988,F,China,CHN,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Silver
Yang Xia,2000,F,China,CHN,Sydney,Weightlifting,Weightlifting Women's Featherweight,Gold
Yang Xiao,1988,F,China,CHN,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
Yang Xiao,1988,F,China,CHN,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
Yang Xiaojun,1984,F,China,CHN,Los Angeles,Volleyball,Volleyball Women's Volleyball,Gold
Yang Xilan,1984,F,China,CHN,Los Angeles,Volleyball,Volleyball Women's Volleyball,Gold
Yang Xiuli,2008,F,China,CHN,Beijing,Judo,Judo Women's Half-Heavyweight,Gold
Yang Yeong-ja,1988,F,South Korea,KOR,Seoul,Table Tennis,Table Tennis Women's Doubles,Gold
Yang Yilin,2008,F,China,CHN,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
Yang Yilin,2008,F,China,CHN,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
Yang Yilin,2008,F,China,CHN,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
Yang Ying,2000,F,China-2,CHN,Sydney,Table Tennis,Table Tennis Women's Doubles,Silver
Yang Yu,2004,F,China,CHN,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Yang Yun,2000,F,China,CHN,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
Yani Chang,2024,F,China,CHN,Paris,Diving,Women's 3m Springboard,Bronze
Yani Chang,2024,F,China,CHN,Paris,Diving,Women's Synchronised 3m Springboard,Gold
Yanina Batyrshina,1996,F,Russia,RUS,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Yanina Provalinskaya-karolchik,2000,F,Belarus,BLR,Sydney,Athletics,Athletics Women's Shot Put,Gold
Yankiel Alarcon,2008,M,Cuba,CUB,Beijing,Boxing,Boxing Men's Bantamweight,Silver
Yanko Rusev,1980,M,Bulgaria,BUL,Moskva,Weightlifting,Weightlifting Men's Lightweight,Gold
Yann Bonato,2000,M,France,FRA,Sydney,Basketball,Basketball Men's Basketball,Silver
Yann Genty,2020,M,France,FRA,Tokyo,Handball,Men Team,Gold
Yannick Agnel,2012,M,France,FRA,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
Yannick Agnel,2012,M,France,FRA,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Yannick Agnel,2012,M,France,FRA,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Yannick Borel,2016,M,France,FRA,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
Yanning Xiao,2020,F,China,CHN,Tokyo,Artistic Swimming,Team,Silver
Yao Fen,1992,F,China-2,CHN,Barcelona,Badminton,Badminton Women's Doubles,Bronze
Yao Jingyuan,1984,M,China,CHN,Los Angeles,Weightlifting,Weightlifting Men's Lightweight,Gold
Yaowapa Boorapolchai,2004,F,Thailand,THA,Athina,Taekwondo,Taekwondo Women's Flyweight,Bronze
Yap Hock,1996,M,Malaysia-1,MAS,Atlanta,Badminton,Badminton Men's Doubles,Silver
Yaqi Kong,2024,F,China,CHN,Paris,Swimming,Women's 4 x 200m Freestyle Relay,Bronze
Yaqin Zhou,2024,F,China,CHN,Paris,Artistic Gymnastics,Women's Balance Beam,Silver
Yarden Gerbi,2016,F,Israel,ISR,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze
Yared Nuguse,2024,M,United States,USA,Paris,Athletics,Men's 1500m,Bronze
Yarelis Castaeda,2008,F,Cuba,CUB,Beijing,Athletics,Athletics Women's Discus Throw,Silver
Yarisleidis Cirilo,2024,F,Cuba,CUB,Paris,Canoe Sprint,Women's Canoe Single 200m,Bronze
Yarisley Rodrguez,2012,F,Cuba,CUB,London,Athletics,Athletics Women's Pole Vault,Silver
Yaroslav Antonov,1988,M,Soviet Union,URS,Seoul,Volleyball,Volleyball Men's Volleyball,Silver
Yaroslav Podlesnykh,2020,M,Russia,ROC,Tokyo,Volleyball,Men Team,Silver
Yaroslav Rybakov,2008,M,Russia,RUS,Beijing,Athletics,Athletics Men's High Jump,Bronze
Yaroslava Mahuchikh,2020,F,Ukraine,UKR,Tokyo,Athletics,Women's High Jump,Bronze
Yaroslava Pavlovich,1996,F,Belarus,BLR,Atlanta,Rowing,Rowing Women's Coxed Eights,Bronze
Yasaburo Sugawara,1976,M,Japan,JPN,Montreal,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
Yasemin Adar,2020,F,Turkey,TUR,Tokyo,Wrestling,Women's Freestyle 76kg,Bronze
Yasmani Acosta,2024,M,Chile,CHI,Paris,Wrestling,Men's Greco-Roman 130kg,Silver
Yasmani Escobar,2016,M,Turkey,TUR,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Yasmany Cabrera,2016,M,Cuba,CUB,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
Yasmin Harper,2024,F,Great Britain,GBR,Paris,Diving,Women's Synchronised 3m Springboard,Bronze
Yasmin Ingham,2024,F,Great Britain,GBR,Paris,Equestrian,Eventing Team,Gold
Yasnier Lpez,2012,M,Cuba,CUB,London,Boxing,Boxing Men's Lightweight,Bronze
Yasser Soto,2000,M,Cuba,CUB,Sydney,Baseball,Baseball Men's Baseball,Silver
Yassine Kechta,2024,M,Morocco,MAR,Paris,Football,Men,Bronze
Yasuaki Mitsumori,1968,M,Japan,JPN,Mexico City,Volleyball,Volleyball Men's Volleyball,Silver
Yasuaki Yamasaki,2020,M,Japan,JPN,Tokyo,Baseball/Softball,Baseball Team,Gold
